ymdhm,wl_1018662,wl_1018680,wl_1018683,wl_1019630
2022-07-06 10:10,1.4,3.15,0.96,2.1
2022-07-06 10:20,1.4,3.14,0.96,2.09
2022-07-06 10:30,1.4,3.14,0.95,2.09
2022-07-06 10:40,1.4,3.14,0.95,2.09
2022-07-06 10:50,1.4,3.14,0.95,2.09
2022-07-06 11:00,1.38,3.14,0.95,2.11
2022-07-06 11:10,1.39,3.13,0.95,2.21
2022-07-06 11:20,1.38,3.13,0.95,2.35
2022-07-06 11:30,1.38,3.13,1.0,2.39
2022-07-06 11:40,1.38,3.19,1.1,2.43
2022-07-06 11:50,1.38,3.3,1.18,2.46
2022-07-06 12:00,1.44,3.36,1.24,2.48
2022-07-06 12:10,1.56,3.41,1.28,2.49
2022-07-06 12:20,1.73,3.45,1.32,2.5
2022-07-06 12:30,1.84,3.52,1.34,2.52
2022-07-06 12:40,1.92,3.63,1.39,2.51
2022-07-06 12:50,1.92,3.63,1.39,2.51
2022-07-06 13:00,2.01,3.74,1.53,2.44
2022-07-06 13:10,2.05,3.77,1.56,2.38
2022-07-06 13:20,2.05,3.77,1.56,2.38
2022-07-06 13:30,2.05,3.77,1.54,2.37
2022-07-06 13:40,2.06,3.78,1.56,2.35
2022-07-06 13:50,2.01,3.67,1.44,2.46
2022-07-06 14:00,1.96,3.61,1.4,2.49
2022-07-06 14:10,1.9,3.57,1.38,2.5
2022-07-06 14:20,1.83,3.55,1.37,2.51
2022-07-06 14:30,1.78,3.54,1.37,2.5
2022-07-06 14:40,1.74,3.53,1.35,2.49
2022-07-06 14:50,1.73,3.5,1.33,2.47
2022-07-06 15:00,1.73,3.49,1.31,2.46
2022-07-06 15:10,1.73,3.48,1.3,2.44
2022-07-06 15:20,1.73,3.47,1.28,2.42
2022-07-06 15:30,1.73,3.47,1.28,2.42
2022-07-06 15:40,1.72,3.45,1.26,2.37
2022-07-06 15:50,1.72,3.45,1.26,2.37
2022-07-06 16:00,1.71,3.45,1.26,2.35
2022-07-06 16:10,1.68,3.42,1.23,2.34
2022-07-06 16:20,1.67,3.41,1.22,2.32
2022-07-06 16:30,1.66,3.4,1.21,2.33
2022-07-06 16:40,1.66,3.4,1.21,2.33
2022-07-06 16:50,1.64,3.38,1.19,2.32
2022-07-06 17:00,1.61,3.36,1.18,2.31
2022-07-06 17:10,1.61,3.36,1.18,2.31
2022-07-06 17:20,1.6,3.35,1.17,2.3
2022-07-06 17:30,1.56,3.33,1.15,2.29
2022-07-06 17:40,1.55,3.31,1.13,2.28
2022-07-06 17:50,1.55,3.3,1.12,2.27
2022-07-06 18:00,1.53,3.3,1.11,2.26
2022-07-06 18:10,1.53,3.29,1.1,2.25
2022-07-06 18:20,1.52,3.28,1.1,2.24
2022-07-06 18:30,1.52,3.28,1.1,2.24
2022-07-06 18:40,1.52,3.28,1.09,2.23
2022-07-06 18:50,1.51,3.26,1.08,2.21
2022-07-06 19:00,1.5,3.25,1.07,2.2
2022-07-06 19:10,1.5,3.25,1.06,2.2
2022-07-06 19:20,1.49,3.24,1.06,2.19
2022-07-06 19:30,1.48,3.23,1.05,2.18
2022-07-06 19:40,1.47,3.23,1.04,2.18
2022-07-06 19:50,1.47,3.22,1.03,2.17
2022-07-06 20:00,1.47,3.22,1.03,2.17
2022-07-06 20:10,1.45,3.21,1.02,2.16
2022-07-06 20:20,1.44,3.2,1.02,2.15
2022-07-06 20:30,1.44,3.2,1.01,2.15
2022-07-06 20:40,1.44,3.2,1.01,2.15
2022-07-06 20:50,1.44,3.19,1.01,2.15
2022-07-06 21:00,1.43,3.19,1.0,2.14
2022-07-06 21:10,1.43,3.18,1.0,2.13
2022-07-06 21:20,1.43,3.18,1.0,2.13
2022-07-06 21:30,1.43,3.18,1.0,2.13
2022-07-06 21:40,1.43,3.18,1.0,2.12
2022-07-06 21:50,1.42,3.17,0.99,2.13
2022-07-06 22:00,1.42,3.17,0.99,2.12
2022-07-06 22:10,1.42,3.17,0.99,2.12
2022-07-06 22:20,1.44,3.16,0.99,2.11
2022-07-06 22:30,1.47,3.19,1.0,2.12
2022-07-06 22:40,1.47,3.19,1.0,2.12
2022-07-06 22:50,1.47,3.2,1.01,2.12
2022-07-06 23:00,1.45,3.21,1.02,2.12
2022-07-06 23:10,1.47,3.2,1.02,2.13
2022-07-06 23:20,1.46,3.2,1.02,2.14
2022-07-06 23:30,1.47,3.2,1.02,2.16
2022-07-06 23:40,1.45,3.2,1.02,2.17
2022-07-06 23:50,1.48,3.2,1.02,2.18
2022-07-07 00:00,1.49,3.21,1.03,2.18
2022-07-07 00:10,1.5,3.22,1.04,2.2
2022-07-07 00:20,1.5,3.23,1.04,2.23
2022-07-07 00:30,1.5,3.23,1.05,2.26
2022-07-07 00:40,1.5,3.23,1.05,2.26
2022-07-07 00:50,1.52,3.23,1.07,2.3
2022-07-07 01:00,1.52,3.23,1.07,2.3
2022-07-07 01:10,1.52,3.29,1.13,2.29
2022-07-07 01:20,1.54,3.32,1.15,2.27
2022-07-07 01:30,1.57,3.34,1.16,2.25
2022-07-07 01:40,1.61,3.34,1.16,2.23
2022-07-07 01:50,1.64,3.35,1.16,2.23
2022-07-07 02:00,1.64,3.35,1.16,2.23
2022-07-07 02:10,1.65,3.35,1.14,2.25
2022-07-07 02:20,1.64,3.33,1.14,2.25
2022-07-07 02:30,1.66,3.35,1.15,2.24
2022-07-07 02:40,1.59,3.32,1.14,2.24
2022-07-07 02:50,1.57,3.31,1.14,2.25
2022-07-07 03:00,1.56,3.3,1.13,2.26
2022-07-07 03:10,1.56,3.3,1.13,2.26
2022-07-07 03:20,1.55,3.3,1.12,2.26
2022-07-07 03:30,1.54,3.29,1.11,2.25
2022-07-07 03:40,1.54,3.29,1.11,2.25
2022-07-07 03:50,1.54,3.29,1.11,2.24
2022-07-07 04:00,1.54,3.29,1.11,2.23
2022-07-07 04:10,1.54,3.29,1.11,2.22
2022-07-07 04:20,1.55,3.28,1.1,2.21
2022-07-07 04:30,1.55,3.28,1.1,2.21
2022-07-07 04:40,1.55,3.28,1.09,2.21
2022-07-07 04:50,1.54,3.27,1.09,2.21
2022-07-07 05:00,1.53,3.27,1.09,2.2
2022-07-07 05:10,1.52,3.26,1.08,2.2
2022-07-07 05:20,1.52,3.26,1.08,2.2
2022-07-07 05:30,1.52,3.26,1.08,2.2
2022-07-07 05:40,1.51,3.25,1.07,2.2
2022-07-07 05:50,1.5,3.24,1.07,2.19
2022-07-07 06:00,1.5,3.24,1.06,2.19
2022-07-07 06:10,1.49,3.24,1.06,2.18
2022-07-07 06:20,1.49,3.24,1.06,2.18
2022-07-07 06:30,1.49,3.24,1.06,2.18
2022-07-07 06:40,1.48,3.23,1.05,2.17
2022-07-07 06:50,1.48,3.23,1.05,2.17
2022-07-07 07:00,1.48,3.22,1.04,2.17
2022-07-07 07:10,1.47,3.22,1.03,2.17
2022-07-07 07:20,1.47,3.22,1.03,2.17
2022-07-07 07:30,1.47,3.22,1.03,2.16
2022-07-07 07:40,1.46,3.21,1.02,2.16
2022-07-07 07:50,1.46,3.2,1.02,2.16
2022-07-07 08:00,1.45,3.2,1.02,2.15
2022-07-07 08:10,1.45,3.2,1.01,2.15
2022-07-07 08:20,1.45,3.2,1.01,2.15
2022-07-07 08:30,1.44,3.19,1.0,2.15
2022-07-07 08:40,1.44,3.19,1.0,2.14
2022-07-07 08:50,1.43,3.19,1.0,2.14
2022-07-07 09:00,1.43,3.18,1.0,2.14
2022-07-07 09:10,1.43,3.18,1.0,2.14
2022-07-07 09:20,1.42,3.18,1.0,2.13
2022-07-07 09:30,1.42,3.17,0.99,2.13
2022-07-07 09:40,1.41,3.17,0.99,2.13
2022-07-07 09:50,1.42,3.17,0.99,2.13
2022-07-07 10:00,1.42,3.17,0.99,2.13
2022-07-07 10:10,1.42,3.17,0.98,2.12
2022-07-07 10:20,1.45,3.16,0.98,2.12
2022-07-07 10:30,1.43,3.16,0.98,2.11
2022-07-07 10:40,1.45,3.18,0.98,2.11
2022-07-07 10:50,1.45,3.18,0.98,2.11
2022-07-07 11:00,1.46,3.17,1.0,2.11
2022-07-07 11:10,1.45,3.17,1.0,2.1
2022-07-07 11:20,1.43,3.17,0.99,2.11
2022-07-07 11:30,1.43,3.17,0.99,2.12
2022-07-07 11:40,1.42,3.17,0.99,2.13
2022-07-07 11:50,1.42,3.17,0.98,2.2
2022-07-07 12:00,1.42,3.17,0.98,2.28
2022-07-07 12:10,1.42,3.17,0.98,2.33
2022-07-07 12:20,1.42,3.17,0.98,2.33
2022-07-07 12:30,1.4,3.17,1.01,2.37
2022-07-07 12:40,1.4,3.26,1.16,2.41
2022-07-07 12:50,1.4,3.19,1.08,2.39
2022-07-07 13:00,1.51,3.37,1.24,2.43
2022-07-07 13:10,1.63,3.41,1.26,2.43
2022-07-07 13:20,1.75,3.44,1.29,2.42
2022-07-07 13:30,1.82,3.53,1.31,2.39
2022-07-07 13:40,1.88,3.59,1.36,2.34
2022-07-07 13:50,1.92,3.63,1.41,2.28
2022-07-07 14:00,1.94,3.64,1.41,2.24
2022-07-07 14:10,1.94,3.64,1.4,2.22
2022-07-07 14:20,1.94,3.64,1.4,2.22
2022-07-07 14:30,1.88,3.53,1.3,2.28
2022-07-07 14:40,1.83,3.48,1.28,2.33
2022-07-07 14:50,1.76,3.44,1.25,2.34
2022-07-07 15:00,1.69,3.41,1.23,2.35
2022-07-07 15:10,1.65,3.39,1.22,2.34
2022-07-07 15:20,1.6,3.37,1.2,2.33
2022-07-07 15:30,1.58,3.35,1.18,2.31
2022-07-07 15:40,1.58,3.34,1.16,2.29
2022-07-07 15:50,1.58,3.34,1.16,2.29
2022-07-07 16:00,1.57,3.31,1.13,2.24
2022-07-07 16:10,1.57,3.3,1.09,2.22
2022-07-07 16:20,1.57,3.3,1.09,2.22
2022-07-07 16:30,1.54,3.28,1.07,2.23
2022-07-07 16:40,1.54,3.28,1.07,2.23
2022-07-07 16:50,1.51,3.25,1.05,2.21
2022-07-07 17:00,1.5,3.23,1.08,2.19
2022-07-07 17:10,1.48,3.24,1.06,2.19
2022-07-07 17:20,1.48,3.24,1.06,2.19
2022-07-07 17:30,1.46,3.24,1.05,2.18
2022-07-07 17:40,1.48,3.22,1.04,2.17
2022-07-07 17:50,1.48,3.21,1.03,2.16
2022-07-07 18:00,1.46,3.21,1.02,2.16
2022-07-07 18:10,1.46,3.21,1.02,2.15
2022-07-07 18:20,1.46,3.21,1.02,2.15
2022-07-07 18:30,1.45,3.2,1.02,2.14
2022-07-07 18:40,1.45,3.2,1.01,2.13
2022-07-07 18:50,1.44,3.19,1.0,2.13
2022-07-07 19:00,1.43,3.18,0.99,2.13
2022-07-07 19:10,1.43,3.18,0.99,2.13
2022-07-07 19:20,1.42,3.17,0.99,2.12
2022-07-07 19:30,1.42,3.17,0.98,2.12
2022-07-07 19:40,1.42,3.17,0.98,2.12
2022-07-07 19:50,1.41,3.16,0.98,2.11
2022-07-07 20:00,1.41,3.15,0.97,2.11
2022-07-07 20:10,1.41,3.15,0.97,2.11
2022-07-07 20:20,1.41,3.15,0.97,2.1
2022-07-07 20:30,1.41,3.15,0.97,2.1
2022-07-07 20:40,1.41,3.14,0.96,2.1
2022-07-07 20:50,1.4,3.14,0.96,2.09
2022-07-07 21:00,1.4,3.14,0.96,2.09
2022-07-07 21:10,1.39,3.14,0.96,2.08
2022-07-07 21:20,1.39,3.14,0.96,2.08
2022-07-07 21:30,1.39,3.14,0.96,2.08
2022-07-07 21:40,1.39,3.13,0.95,2.08
2022-07-07 21:50,1.39,3.13,0.94,2.08
2022-07-07 22:00,1.38,3.12,0.94,2.08
2022-07-07 22:10,1.38,3.12,0.94,2.09
2022-07-07 22:20,1.38,3.12,0.94,2.09
2022-07-07 22:30,1.37,3.12,0.94,2.08
2022-07-07 22:40,1.37,3.12,0.94,2.08
2022-07-07 22:50,1.37,3.12,0.94,2.07
2022-07-07 23:00,1.36,3.12,0.94,2.07
2022-07-07 23:10,1.36,3.12,0.94,2.07
2022-07-07 23:20,1.36,3.11,0.93,2.07
2022-07-07 23:30,1.36,3.11,0.93,2.07
2022-07-07 23:40,1.36,3.11,0.93,2.07
2022-07-07 23:50,1.36,3.11,0.93,2.07
2022-07-08 00:00,1.36,3.11,0.93,2.07
2022-07-08 00:10,1.36,3.11,0.93,2.07
2022-07-08 00:20,1.36,3.1,0.92,2.06
2022-07-08 00:30,1.35,3.1,0.92,2.06
2022-07-08 00:40,1.35,3.1,0.92,2.06
2022-07-08 00:50,1.35,3.1,0.91,2.05
2022-07-08 01:00,1.35,3.1,0.91,2.05
2022-07-08 01:10,1.35,3.09,0.91,2.07
2022-07-08 01:20,1.35,3.09,0.91,2.08
2022-07-08 01:30,1.35,3.09,0.91,2.1
2022-07-08 01:40,1.35,3.09,0.91,2.1
2022-07-08 01:50,1.34,3.09,0.91,2.11
2022-07-08 02:00,1.35,3.1,0.94,2.1
2022-07-08 02:10,1.34,3.12,0.95,2.08
2022-07-08 02:20,1.34,3.12,0.95,2.08
2022-07-08 02:30,1.37,3.15,0.97,2.05
2022-07-08 02:40,1.4,3.15,0.97,2.05
2022-07-08 02:50,1.41,3.15,0.96,2.05
2022-07-08 03:00,1.41,3.14,0.94,2.05
2022-07-08 03:10,1.4,3.13,0.94,2.05
2022-07-08 03:20,1.4,3.13,0.94,2.05
2022-07-08 03:30,1.38,3.12,0.93,2.06
2022-07-08 03:40,1.36,3.12,0.93,2.06
2022-07-08 03:50,1.36,3.12,0.93,2.06
2022-07-08 04:00,1.32,3.1,0.93,2.08
2022-07-08 04:10,1.31,3.09,0.91,2.08
2022-07-08 04:20,1.31,3.09,0.91,2.08
2022-07-08 04:30,1.31,3.08,0.91,2.08
2022-07-08 04:40,1.32,3.08,0.91,2.06
2022-07-08 04:50,1.32,3.08,0.91,2.05
2022-07-08 05:00,1.32,3.08,0.91,2.05
2022-07-08 05:10,1.32,3.08,0.9,2.03
2022-07-08 05:20,1.32,3.08,0.9,2.03
2022-07-08 05:30,1.31,3.08,0.9,2.03
2022-07-08 05:40,1.31,3.07,0.89,2.02
2022-07-08 05:50,1.31,3.07,0.89,2.03
2022-07-08 06:00,1.31,3.06,0.89,2.03
2022-07-08 06:10,1.3,3.06,0.89,2.02
2022-07-08 06:20,1.29,3.06,0.88,2.02
2022-07-08 06:30,1.29,3.06,0.88,2.02
2022-07-08 06:40,1.29,3.05,0.87,2.02
2022-07-08 06:50,1.28,3.05,0.87,2.02
2022-07-08 07:00,1.28,3.05,0.87,2.02
2022-07-08 07:10,1.28,3.05,0.87,2.02
2022-07-08 07:20,1.28,3.05,0.87,2.02
2022-07-08 07:30,1.28,3.05,0.87,2.02
2022-07-08 07:40,1.28,3.05,0.86,2.02
2022-07-08 07:50,1.28,3.04,0.86,2.02
2022-07-08 08:00,1.28,3.04,0.86,2.02
2022-07-08 08:10,1.27,3.04,0.86,2.01
2022-07-08 08:20,1.27,3.04,0.86,2.0
2022-07-08 08:30,1.27,3.04,0.86,2.0
2022-07-08 08:40,1.26,3.04,0.86,2.0
2022-07-08 08:50,1.26,3.04,0.85,2.0
2022-07-08 09:00,1.26,3.03,0.85,2.0
2022-07-08 09:10,1.26,3.03,0.85,2.0
2022-07-08 09:20,1.26,3.03,0.85,2.0
2022-07-08 09:30,1.26,3.03,0.85,2.0
2022-07-08 09:40,1.26,3.03,0.85,2.0
2022-07-08 09:50,1.25,3.03,0.84,2.0
2022-07-08 10:00,1.26,3.02,0.84,2.0
2022-07-08 10:10,1.25,3.02,0.84,2.0
2022-07-08 10:20,1.25,3.02,0.84,2.0
2022-07-08 10:30,1.25,3.02,0.84,2.0
2022-07-08 10:40,1.25,3.02,0.84,2.0
2022-07-08 10:50,1.25,3.02,0.83,2.0
2022-07-08 11:00,1.25,3.02,0.83,2.0
2022-07-08 11:10,1.25,3.01,0.83,1.99
2022-07-08 11:20,1.22,3.01,0.83,1.99
2022-07-08 11:30,1.22,3.01,0.83,1.99
2022-07-08 11:40,1.22,3.0,0.82,1.98
2022-07-08 11:50,1.22,3.0,0.82,1.98
2022-07-08 12:00,1.22,3.0,0.81,1.98
2022-07-08 12:10,1.22,3.0,0.81,1.98
2022-07-08 12:20,1.22,3.0,0.81,1.98
2022-07-08 12:30,1.21,2.99,0.81,1.97
2022-07-08 12:40,1.22,2.99,0.8,1.96
2022-07-08 12:50,1.22,2.99,0.8,1.95
2022-07-08 13:00,1.22,2.99,0.8,1.95
2022-07-08 13:10,1.21,2.99,0.8,1.97
2022-07-08 13:20,1.21,2.99,0.8,2.0
2022-07-08 13:30,1.21,2.98,0.8,2.04
2022-07-08 13:40,1.21,2.97,0.8,2.06
2022-07-08 13:50,1.2,2.97,0.81,2.07
2022-07-08 14:00,1.2,3.0,0.87,2.08
2022-07-08 14:10,1.2,3.0,0.87,2.08
2022-07-08 14:20,1.23,3.08,0.93,2.07
2022-07-08 14:30,1.28,3.1,0.94,2.04
2022-07-08 14:40,1.28,3.1,0.94,2.04
2022-07-08 14:50,1.42,3.14,0.95,1.96
2022-07-08 15:00,1.42,3.14,0.95,1.96
2022-07-08 15:10,1.48,3.19,0.95,1.94
2022-07-08 15:20,1.48,3.17,0.93,1.95
2022-07-08 15:30,1.46,3.13,0.91,1.95
2022-07-08 15:40,1.43,3.11,0.91,1.95
2022-07-08 15:50,1.36,3.09,0.9,1.96
2022-07-08 16:00,1.31,3.07,0.89,1.99
2022-07-08 16:10,1.27,3.05,0.88,2.01
2022-07-08 16:20,1.25,3.03,0.86,2.02
2022-07-08 16:30,1.23,3.01,0.84,2.02
2022-07-08 16:40,1.23,3.01,0.84,2.02
2022-07-08 16:50,1.22,3.0,0.83,2.02
2022-07-08 17:00,1.22,3.0,0.82,1.99
2022-07-08 17:10,1.22,3.0,0.82,1.97
2022-07-08 17:20,1.22,2.99,0.81,1.95
2022-07-08 17:30,1.23,2.99,0.8,1.93
2022-07-08 17:40,1.23,2.99,0.8,1.92
2022-07-08 17:50,1.23,2.99,0.8,1.92
2022-07-08 18:00,1.22,2.97,0.78,1.9
2022-07-08 18:10,1.22,2.96,0.78,1.89
2022-07-08 18:20,1.2,2.95,0.76,1.89
2022-07-08 18:30,1.19,2.95,0.76,1.92
2022-07-08 18:40,1.17,2.94,0.75,1.93
2022-07-08 18:50,1.17,2.93,0.74,1.93
2022-07-08 19:00,1.17,2.93,0.74,1.93
2022-07-08 19:10,1.15,2.93,0.74,1.92
2022-07-08 19:20,1.18,2.92,0.77,1.92
2022-07-08 19:30,1.19,2.97,0.79,1.92
2022-07-08 19:40,1.21,2.97,0.79,1.91
2022-07-08 19:50,1.24,2.97,0.79,1.91
2022-07-08 20:00,1.24,2.97,0.79,1.91
2022-07-08 20:10,1.25,2.97,0.78,1.91
2022-07-08 20:20,1.25,2.98,0.8,1.92
2022-07-08 20:30,1.24,2.98,0.8,1.92
2022-07-08 20:40,1.24,2.98,0.81,1.93
2022-07-08 20:50,1.24,2.98,0.81,1.93
2022-07-08 21:00,1.24,2.99,0.8,1.93
2022-07-08 21:10,1.23,2.99,0.8,1.96
2022-07-08 21:20,1.24,2.99,0.8,1.96
2022-07-08 21:30,1.23,2.99,0.81,1.96
2022-07-08 21:40,1.23,2.99,0.81,1.96
2022-07-08 21:50,1.24,2.99,0.81,1.96
2022-07-08 22:00,1.24,2.99,0.81,1.96
2022-07-08 22:10,1.24,3.0,0.82,1.96
2022-07-08 22:20,1.24,3.0,0.82,1.96
2022-07-08 22:30,1.25,3.0,0.82,1.96
2022-07-08 22:40,1.26,3.0,0.82,1.97
2022-07-08 22:50,1.26,3.0,0.82,1.97
2022-07-08 23:00,1.25,3.0,0.82,1.97
2022-07-08 23:10,1.25,3.0,0.82,1.98
2022-07-08 23:20,1.25,3.01,0.82,1.98
2022-07-08 23:30,1.26,3.01,0.82,1.98
2022-07-08 23:40,1.25,3.01,0.83,1.98
2022-07-08 23:50,1.25,3.01,0.83,1.98
2022-07-09 00:00,1.26,3.01,0.83,1.99
2022-07-09 00:10,1.26,3.01,0.83,1.99
2022-07-09 00:20,1.26,3.01,0.83,1.99
2022-07-09 00:30,1.26,3.01,0.83,1.99
2022-07-09 00:40,1.26,3.01,0.83,1.99
2022-07-09 00:50,1.26,3.01,0.83,1.99
2022-07-09 01:00,1.26,3.01,0.83,2.0
2022-07-09 01:10,1.25,3.01,0.83,2.0
2022-07-09 01:20,1.26,3.01,0.83,2.0
2022-07-09 01:30,1.26,3.01,0.83,2.0
2022-07-09 01:40,1.26,3.01,0.83,2.0
2022-07-09 01:50,1.26,3.01,0.83,2.0
2022-07-09 02:00,1.26,3.02,0.83,2.0
2022-07-09 02:10,1.26,3.02,0.83,2.0
2022-07-09 02:20,1.27,3.02,0.83,2.01
2022-07-09 02:30,1.27,3.02,0.83,2.03
2022-07-09 02:40,1.27,3.02,0.84,2.05
2022-07-09 02:50,1.28,3.02,0.84,2.07
2022-07-09 03:00,1.27,3.02,0.85,2.08
2022-07-09 03:10,1.28,3.03,0.87,2.08
2022-07-09 03:20,1.28,3.06,0.89,2.06
2022-07-09 03:30,1.28,3.06,0.89,2.06
2022-07-09 03:40,1.29,3.08,0.91,2.04
2022-07-09 03:50,1.31,3.09,0.92,2.02
2022-07-09 04:00,1.37,3.1,0.92,2.01
2022-07-09 04:10,1.39,3.1,0.9,2.02
2022-07-09 04:20,1.39,3.1,0.9,2.03
2022-07-09 04:30,1.38,3.09,0.9,2.03
2022-07-09 04:40,1.35,3.09,0.9,2.03
2022-07-09 04:50,1.33,3.09,0.9,2.03
2022-07-09 05:00,1.31,3.08,0.9,2.04
2022-07-09 05:10,1.29,3.08,0.9,2.05
2022-07-09 05:20,1.29,3.08,0.9,2.05
2022-07-09 05:30,1.3,3.07,0.89,2.07
2022-07-09 05:40,1.31,3.06,0.89,2.06
2022-07-09 05:50,1.31,3.06,0.89,2.06
2022-07-09 06:00,1.3,3.06,0.89,2.05
2022-07-09 06:10,1.3,3.06,0.89,2.05
2022-07-09 06:20,1.3,3.06,0.89,2.03
2022-07-09 06:30,1.3,3.06,0.89,2.03
2022-07-09 06:40,1.31,3.06,0.89,2.03
2022-07-09 06:50,1.31,3.06,0.89,2.03
2022-07-09 07:00,1.31,3.06,0.89,2.03
2022-07-09 07:10,1.31,3.06,0.88,2.03
2022-07-09 07:20,1.3,3.06,0.88,2.03
2022-07-09 07:30,1.29,3.06,0.88,2.03
2022-07-09 07:40,1.29,3.06,0.88,2.03
2022-07-09 07:50,1.29,3.06,0.88,2.03
2022-07-09 08:00,1.29,3.06,0.88,2.03
2022-07-09 08:10,1.29,3.06,0.88,2.03
2022-07-09 08:20,1.29,3.06,0.87,2.03
2022-07-09 08:30,1.29,3.06,0.87,2.03
2022-07-09 08:40,1.29,3.06,0.87,2.03
2022-07-09 08:50,1.28,3.05,0.87,2.03
2022-07-09 09:00,1.28,3.05,0.86,2.01
2022-07-09 09:10,1.28,3.05,0.86,2.01
2022-07-09 09:20,1.27,3.04,0.86,2.01
2022-07-09 09:30,1.27,3.04,0.86,2.0
2022-07-09 09:40,1.27,3.04,0.86,2.0
2022-07-09 09:50,1.26,3.04,0.86,2.01
2022-07-09 10:00,1.26,3.04,0.85,2.01
2022-07-09 10:10,1.26,3.03,0.85,2.01
2022-07-09 10:20,1.25,3.03,0.85,2.01
2022-07-09 10:30,1.25,3.03,0.85,2.01
2022-07-09 10:40,1.25,3.02,0.84,2.01
2022-07-09 10:50,1.24,3.02,0.84,2.0
2022-07-09 11:00,1.24,3.02,0.83,2.0
2022-07-09 11:10,1.25,3.01,0.83,1.99
2022-07-09 11:20,1.24,3.01,0.83,1.99
2022-07-09 11:30,1.24,3.01,0.83,1.99
2022-07-09 11:40,1.24,3.01,0.83,1.98
2022-07-09 11:50,1.24,3.01,0.83,1.98
2022-07-09 12:00,1.24,3.01,0.82,1.97
2022-07-09 12:10,1.24,3.0,0.82,1.97
2022-07-09 12:20,1.23,3.0,0.82,1.98
2022-07-09 12:30,1.24,3.0,0.82,1.98
2022-07-09 12:40,1.22,3.0,0.82,1.97
2022-07-09 12:50,1.22,3.0,0.82,1.97
2022-07-09 13:00,1.22,3.0,0.82,1.96
2022-07-09 13:10,1.22,3.0,0.81,1.96
2022-07-09 13:20,1.22,3.0,0.81,1.96
2022-07-09 13:30,1.22,3.0,0.81,1.96
2022-07-09 13:40,1.23,2.99,0.81,1.96
2022-07-09 13:50,1.22,2.99,0.81,1.95
2022-07-09 14:00,1.22,2.99,0.81,1.95
2022-07-09 14:10,1.22,2.99,0.81,1.95
2022-07-09 14:20,1.22,2.99,0.81,1.96
2022-07-09 14:30,1.22,2.99,0.8,1.98
2022-07-09 14:40,1.22,2.99,0.8,2.0
2022-07-09 14:50,1.22,2.99,0.79,2.03
2022-07-09 15:00,1.22,2.98,0.81,2.04
2022-07-09 15:10,1.22,2.98,0.81,2.04
2022-07-09 15:20,1.22,3.0,0.83,2.04
2022-07-09 15:30,1.22,3.03,0.88,2.01
2022-07-09 15:40,1.24,3.05,0.9,2.0
2022-07-09 15:50,1.27,3.07,0.9,1.97
2022-07-09 16:00,1.32,3.08,0.9,1.96
2022-07-09 16:10,1.35,3.08,0.87,1.96
2022-07-09 16:20,1.35,3.08,0.87,1.96
2022-07-09 16:30,1.37,3.07,0.85,1.97
2022-07-09 16:40,1.34,3.05,0.85,1.97
2022-07-09 16:50,1.3,3.04,0.86,1.96
2022-07-09 17:00,1.26,3.04,0.86,1.96
2022-07-09 17:10,1.24,3.03,0.86,1.97
2022-07-09 17:20,1.23,3.02,0.85,1.98
2022-07-09 17:30,1.23,3.02,0.85,1.98
2022-07-09 17:40,1.23,3.01,0.84,2.0
2022-07-09 17:50,1.23,3.0,0.81,2.0
2022-07-09 18:00,1.23,3.0,0.82,1.99
2022-07-09 18:10,1.23,3.0,0.82,1.98
2022-07-09 18:20,1.23,3.0,0.82,1.98
2022-07-09 18:30,1.23,3.0,0.83,1.96
2022-07-09 18:40,1.24,3.0,0.83,1.94
2022-07-09 18:50,1.25,3.0,0.81,1.94
2022-07-09 19:00,1.25,3.0,0.81,1.94
2022-07-09 19:10,1.25,3.0,0.81,1.95
2022-07-09 19:20,1.24,3.0,0.81,1.95
2022-07-09 19:30,1.23,2.99,0.81,1.95
2022-07-09 19:40,1.23,2.99,0.81,1.95
2022-07-09 19:50,1.23,2.99,0.81,1.95
2022-07-09 20:00,1.21,2.99,0.81,1.95
2022-07-09 20:10,1.2,2.98,0.8,1.96
2022-07-09 20:20,1.21,2.98,0.8,1.96
2022-07-09 20:30,1.21,2.97,0.82,1.96
2022-07-09 20:40,1.21,2.97,0.8,1.95
2022-07-09 20:50,1.2,2.97,0.8,1.95
2022-07-09 21:00,1.2,2.97,0.8,1.95
2022-07-09 21:10,1.2,2.97,0.8,1.95
2022-07-09 21:20,1.2,2.97,0.8,1.95
2022-07-09 21:30,1.21,2.97,0.79,1.95
2022-07-09 21:40,1.21,2.97,0.77,1.95
2022-07-09 21:50,1.21,2.97,0.79,1.95
2022-07-09 22:00,1.2,2.97,0.79,1.95
2022-07-09 22:10,1.2,2.97,0.79,1.95
2022-07-09 22:20,1.2,2.97,0.79,1.95
2022-07-09 22:30,1.19,2.97,0.79,1.95
2022-07-09 22:40,1.19,2.97,0.79,1.95
2022-07-09 22:50,1.19,2.97,0.79,1.95
2022-07-09 23:00,1.2,2.96,0.79,1.95
2022-07-09 23:10,1.2,2.96,0.79,1.95
2022-07-09 23:20,1.2,2.96,0.79,1.95
2022-07-09 23:30,1.19,2.96,0.79,1.95
2022-07-09 23:40,1.2,2.96,0.79,1.94
2022-07-09 23:50,1.2,2.96,0.79,1.94
2022-07-10 00:00,1.2,2.96,0.78,1.94
2022-07-10 00:10,1.2,2.96,0.78,1.94
